College,Course,Seat,Category,Rank,Percentile
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Mechanical Engineering[Sandwich],I,Stage,99277,32.1061359
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Mechanical Engineering[Sandwich],I,Stage,106311,23.4829494
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Mechanical Engineering[Sandwich],I,Stage,86858,43.3167495
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Mechanical Engineering[Sandwich],I,GOPENH,101303,29.3331437
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Mechanical Engineering[Sandwich],I,Stage,63957,62.3799839
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Mechanical Engineering[Sandwich],I,Stage,58128,66.4465439
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Production Engineering[Sandwich],I,Stage,97594,33.083064
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Production Engineering[Sandwich],I,Stage,60062,65.2657662
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Production Engineering[Sandwich],I,GOPENH,116311,10.5662165
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,,14045,92.4735769
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,,106884,22.9132251
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,,46600,74.1753429
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,,19789,89.3887863
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,,15923,91.4536974
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,,8847,95.1404707
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,,25130,86.5103056
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,,18583,89.978791
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,,20093,89.1304347
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,,14950,91.9143087
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,,13736,92.6197648
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,,28765,84.2697705
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,,15265,91.8235378
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,Stage,91440,39.4227966
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,Stage,13153,92.8720577
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,GSTH,20804,88.795558
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,Stage,54756,69.0394836
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,GOPENO,13816,92.553697
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,GSCO,13414,92.7351842
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,GSTO,25762,86.1713847
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,GOBCO,14173,92.3405466
"Modern Education Society's College of Engineering, Pune",Computer Engineering,II,Stage,97619,33.083064
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,Stage,20204,89.0980466
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,GSTH,10053,94.5135505
"Modern Education Society's College of Engineering, Pune",Computer Engineering,I,Stage,12912,93.018966
"Modern Education Society's College of Engineering, Pune",Computer Engineering,VII,Stage,13232,92.8626955
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,Stage,31353,83.1461738
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,GOPENH,60556,64.886326
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,GSCH,65636,61.4673542
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,GSTH,33231,81.984042
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,GVJH,27315,85.2528023
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,GOBCH,111183,17.5316365
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,LOPENH,27630,85.0225065
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,Stage,32638,82.3877908
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,VII,Stage,32255,82.4407997
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,VII,GOPENH,31022,83.2493822
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,Stage,26963,85.5965895
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,GOPENH,34090,81.429386
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,GSCH,35430,80.6330675
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,GSTH,29313,84.1506751
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,GVJH,23499,87.3244115
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,GOBCH,23804,87.1226124
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,VII,Stage,26970,85.5965895
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,VII,GOPENH,23616,87.2542051
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,Stage,41297,77.0895594
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,GOPENH,20711,88.8543387
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,GSCH,59491,65.7244332
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,I,GSTH,28885,84.2332613
"Modern Education Society's College of Engineering, Pune",Electronics and Telecommunication Engg,VII,Stage,28473,84.6390824
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,,79204,50.9996691
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,,122495,0.2932412
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,,87704,42.8034319
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,,117098,9.5134004
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,,107806,21.8821184
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,,98417,32.3435843
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,,107992,21.8821184
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,,107656,22.1694264
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,VII,,109136,20.232792
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,VII,,109075,20.232792
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,VII,,108317,21.2317049
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,VII,,108947,20.3613489
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,VII,,100316,30.014662
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,VII,,100707,29.9372742
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,VII,,104057,26.2202423
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,Stage,113476,14.6195704
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,GSCH,106556,23.2238494
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,Stage,71591,56.8099848
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,GSCH,92276,39.1582539
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,GOBCH,101007,29.3528763
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,GOBCH,115352,12.2020044
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,VII,Stage,114358,13.5287968
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,VII,GSCH,112962,15.1013848
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,VII,GOBCH,94695,35.978039
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,VII,GOBCH,113606,14.6195704
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,VII,GOBCH,102221,28.4814025
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,VII,GOBCH,102028,28.6995083
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,Stage,107081,22.9132251
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,Stage,86966,43.3167495
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,I,Stage,60192,65.2400587
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,VII,Stage,109007,20.232792
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,,50841,71.2367422
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,,70539,57.4413646
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,,78044,51.2600953
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,,78355,51.2359011
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,,64425,62.0823842
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,,37509,79.5309168
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,,57841,66.8137813
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,,41573,77.0666918
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,VII,,51686,70.9370842
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,VII,,51166,71.197687
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,,46125,74.364085
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,,60624,64.886326
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,,60075,65.2400587
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,,47399,73.5739966
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,,38000,79.2815054
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,,53614,69.5290454
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,VII,,49453,72.5765063
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,Stage,26503,85.6913808
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,I,TFWS,57562,67.1125395
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Computer Engineering,I,,8430,95.3789279
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Computer Engineering,I,,17756,90.4382847
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Computer Engineering,I,,62561,63.7147595
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Computer Engineering,I,,21712,88.2761636
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Computer Engineering,I,,9855,94.6495249
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Computer Engineering,I,,9527,94.8196814
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Computer Engineering,I,,8911,95.1315916
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Computer Engineering,I,,15950,91.4536974
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Computer Engineering,I,,9259,94.9381487
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Computer Engineering,I,,15609,91.586273
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Computer Engineering,I,,5915,96.7092973
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Computer Engineering,I,,5755,96.781838
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Computer Engineering,I,,6884,96.1919816
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Computer Engineering,VII,,8461,95.3393686
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Information Technology,I,,9711,94.7015776
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Information Technology,I,,19899,89.3832493
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Information Technology,I,,68026,59.5292331
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Information Technology,I,,11755,93.6474925
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Information Technology,I,,10014,94.5135505
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Information Technology,I,,9812,94.6532277
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Information Technology,I,,95412,35.6983743
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Information Technology,I,,10487,94.29291
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Information Technology,I,,6815,96.2092924
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Information Technology,I,,9515,94.8367501
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Information Technology,I,,9630,94.7170538
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electrical Engineering,I,,50649,71.4470469
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electrical Engineering,I,,66815,60.5043241
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electrical Engineering,I,,60165,65.2400587
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electrical Engineering,I,,58685,66.2395008
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electrical Engineering,I,,42822,76.4889836
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electrical Engineering,I,,74447,54.1780657
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electrical Engineering,I,,70115,57.7165019
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electrical Engineering,I,,16676,91.0449886
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electrical Engineering,I,,52112,70.8665527
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electrical Engineering,I,,51215,71.1253958
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electrical Engineering,VII,,53069,69.7082914
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electrical Engineering,VII,,52773,70.2135829
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,I,,18461,90.0256605
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,I,,32031,82.59776
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,I,,21584,88.4671878
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,I,,18861,89.8892235
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,I,,16810,90.92848
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,I,,38187,79.1656813
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,I,,50094,71.7637042
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,I,,22810,87.6520385
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,I,,20392,89.0325033
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,I,,11360,93.8261075
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,I,,42479,76.5675144
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,I,,21250,88.5350016
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,I,,18458,90.0256605
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,VII,,19177,89.629736
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,VII,,17906,90.3769698
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Electronics and Telecommunication Engg,VII,,19207,89.629736
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,I,,76274,53.7001897
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,I,,108110,21.5067519
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,I,,109252,20.1763116
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,I,,83630,46.4456321
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,I,,105013,25.3179745
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,I,,91270,39.4227966
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,I,,68797,59.0639291
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,I,,118424,7.4458997
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,I,,89666,41.4815869
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,I,,63358,63.050238
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,II,,120435,4.1980573
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,I,,78347,51.2359011
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,I,,81038,48.9390238
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,VII,,80175,49.556541
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,VII,,82060,48.2193247
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Instrumentation Engineering,VII,,75258,54.124615
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Artificial Intelligence and Data Science,I,,12274,93.3722163
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Artificial Intelligence and Data Science,I,,22060,88.1374722
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Artificial Intelligence and Data Science,I,,110730,18.3037194
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Artificial Intelligence and Data Science,I,,14240,92.3335702
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Artificial Intelligence and Data Science,I,,14453,92.2302228
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Artificial Intelligence and Data Science,I,,12822,93.1221502
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Artificial Intelligence and Data Science,I,,13116,92.9054213
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Artificial Intelligence and Data Science,I,,10148,94.4876909
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Artificial Intelligence and Data Science,I,,13067,92.9348086
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Artificial Intelligence and Data Science,II,,116410,10.4981278
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Artificial Intelligence and Data Science,I,,12414,93.3030001
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Artificial Intelligence and Data Science,VII,,11842,93.5685145
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Artificial Intelligence and Data Science,VII,,12390,93.3030001
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,I,,75713,53.8866742
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,I,,81582,48.7700838
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,I,,101446,29.2342823
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,I,,81290,48.7700838
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,I,,96375,35.1475881
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,I,,65657,61.4673542
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,I,,68165,59.5292331
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,I,,91401,39.4227966
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,I,,64457,62.0823842
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,I,,71757,56.7650587
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,VII,,81952,48.2193247
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,VII,,83443,46.941483
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,VII,,82581,47.8470482
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,VII,,74009,54.5241174
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Agriculture Engineering,I,Stage,79909,50.5614783
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Agriculture Engineering,I,GOPENS,86853,43.3167495
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Agriculture Engineering,I,LOPENS,58196,66.4465439
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,I,Stage,96227,35.1475881
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,I,GOPENS,105543,24.8766135
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,I,,24500,86.8703589
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,I,,42042,76.9900203
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,I,,49674,72.4718017
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,I,,45037,74.9700023
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,I,,26168,85.8374792
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,I,,30502,83.4045178
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,I,,26053,85.8567675
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,I,,44053,75.6049358
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,I,,31993,82.6733861
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,I,,26496,85.6913808
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,I,,55155,68.5714285
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,I,,9369,94.9002217
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,I,,21743,88.2761636
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,I,,23983,87.0728364
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,VII,,27578,85.0403264
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,VII,,27726,85.0225065
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,VII,,27532,85.0403264
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,I,Stage,34476,81.4005843
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,I,GOPENS,34020,81.5143923
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,I,GSTS,61056,64.4979119
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,I,LOPENS,44746,75.3508645
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,I,LSCS,31142,83.2284916
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,I,Stage,31230,83.1650789
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,VII,Stage,37531,79.5309168
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,VII,GOPENS,37261,79.5386869
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,I,,105275,25.0367211
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,I,,107774,22.1694264
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,I,,107527,22.2500723
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,I,,102521,28.4665226
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,I,,107010,22.9132251
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,I,,113680,14.2356611
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,I,,115075,12.4299468
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,I,,122144,1.0847132
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,I,,65832,61.2621174
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,I,,91268,39.4227966
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,I,,76918,52.4476185
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,VII,,118267,7.4616793
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,VII,,112155,16.5730741
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,VII,,114653,12.7995462
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,VII,,118638,6.973842
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,VII,,105071,25.3179745
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,VII,,115764,11.3082039
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,VII,,91371,39.4227966
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,VII,,117464,8.7583305
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Food Technology,I,Stage,111189,17.5093411
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Food Technology,I,LOPENS,96119,35.3945703
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,I,Stage,111872,16.7412669
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,I,GOPENS,114476,12.9353233
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,I,LOPENS,120038,4.743083
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,II,Stage,117334,8.7877784
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,I,Stage,107955,21.8821184
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,I,Stage,40282,78.0555027
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,I,GOPENS,75903,53.8866742
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,I,GSCS,42005,76.9900203
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,I,GSTS,39907,78.1473584
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,I,GOBCS,75896,53.8866742
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,I,LOPENS,69071,58.8113371
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,I,LSCS,19888,89.3832493
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,I,LSTS,35981,80.4540499
